dataset,legislature,sample,segment,pshift,shift_class,frequency,probability,source_file,change_of_speaker,directed_remark,p_s_given_d,p_s_given_d_c
final_dataset,9,1,2,AB-BA,Turn Receiving,0,0.0,legislature_9_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,9,1,2,AB-B0,Turn Receiving,8,0.06,legislature_9_sample_1_segment_2_stats.json,True,True,0.42,0.44
final_dataset,9,1,2,AB-X0,Turn Usurping,9,0.07,legislature_9_sample_1_segment_2_stats.json,True,True,0.47,0.5
final_dataset,9,1,2,AB-XA,Turn Usurping,1,0.01,legislature_9_sample_1_segment_2_stats.json,True,True,0.05,0.06
final_dataset,9,1,2,AB-XB,Turn Usurping,0,0.0,legislature_9_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,9,1,2,AB-A0,Turn Continuing,1,0.01,legislature_9_sample_1_segment_2_stats.json,False,True,0.05,0.0
final_dataset,9,1,2,AB-BY,Turn Receiving,0,0.0,legislature_9_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,9,1,2,AB-XY,Turn Usurping,0,0.0,legislature_9_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,9,1,2,AB-AY,Turn Continuing,0,0.0,legislature_9_sample_1_segment_2_stats.json,False,True,0.0,0.0
final_dataset,9,1,3,A0-XA,Turn Claiming,28,0.22,legislature_9_sample_1_segment_3_stats.json,True,False,0.29,0.29
final_dataset,9,1,3,A0-X0,Turn Claiming,68,0.54,legislature_9_sample_1_segment_3_stats.json,True,False,0.71,0.71
final_dataset,9,1,3,A0-XY,Turn Claiming,0,0.0,legislature_9_sample_1_segment_3_stats.json,True,False,0.0,0.0
final_dataset,9,1,3,A0-AY,Turn Continuing,0,0.0,legislature_9_sample_1_segment_3_stats.json,False,False,0.0,0.0
final_dataset,9,1,3,AB-BA,Turn Receiving,0,0.0,legislature_9_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,9,1,3,AB-B0,Turn Receiving,18,0.14,legislature_9_sample_1_segment_3_stats.json,True,True,0.62,0.72
final_dataset,9,1,3,AB-X0,Turn Usurping,6,0.05,legislature_9_sample_1_segment_3_stats.json,True,True,0.21,0.24
final_dataset,9,1,3,AB-XA,Turn Usurping,1,0.01,legislature_9_sample_1_segment_3_stats.json,True,True,0.03,0.04
final_dataset,9,1,3,AB-XB,Turn Usurping,0,0.0,legislature_9_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,9,1,3,AB-A0,Turn Continuing,4,0.03,legislature_9_sample_1_segment_3_stats.json,False,True,0.14,0.0
final_dataset,9,1,3,AB-BY,Turn Receiving,0,0.0,legislature_9_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,9,1,3,AB-XY,Turn Usurping,0,0.0,legislature_9_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,9,1,3,AB-AY,Turn Continuing,0,0.0,legislature_9_sample_1_segment_3_stats.json,False,True,0.0,0.0
final_dataset,9,2,1,A0-XA,Turn Claiming,31,0.25,legislature_9_sample_2_segment_1_stats.json,True,False,0.76,0.76
final_dataset,9,2,1,A0-X0,Turn Claiming,10,0.08,legislature_9_sample_2_segment_1_stats.json,True,False,0.24,0.24
final_dataset,9,2,1,A0-XY,Turn Claiming,0,0.0,legislature_9_sample_2_segment_1_stats.json,True,False,0.0,0.0
final_dataset,9,2,1,A0-AY,Turn Continuing,0,0.0,legislature_9_sample_2_segment_1_stats.json,False,False,0.0,0.0
final_dataset,9,2,1,AB-BA,Turn Receiving,19,0.15,legislature_9_sample_2_segment_1_stats.json,True,True,0.23,0.23
final_dataset,9,2,1,AB-B0,Turn Receiving,17,0.14,legislature_9_sample_2_segment_1_stats.json,True,True,0.2,0.2
final_dataset,9,2,1,AB-X0,Turn Usurping,11,0.09,legislature_9_sample_2_segment_1_stats.json,True,True,0.13,0.13
final_dataset,9,2,1,AB-XA,Turn Usurping,37,0.3,legislature_9_sample_2_segment_1_stats.json,True,True,0.44,0.44
final_dataset,9,2,1,AB-XB,Turn Usurping,0,0.0,legislature_9_sample_2_segment_1_stats.json,True,True,0.0,0.0
final_dataset,9,2,1,AB-A0,Turn Continuing,0,0.0,legislature_9_sample_2_segment_1_stats.json,False,True,0.0,0.0
final_dataset,9,2,1,AB-BY,Turn Receiving,0,0.0,legislature_9_sample_2_segment_1_stats.json,True,True,0.0,0.0
final_dataset,9,2,1,AB-XY,Turn Usurping,0,0.0,legislature_9_sample_2_segment_1_stats.json,True,True,0.0,0.0
final_dataset,9,2,1,AB-AY,Turn Continuing,0,0.0,legislature_9_sample_2_segment_1_stats.json,False,True,0.0,0.0
final_dataset,9,2,2,A0-XA,Turn Claiming,26,0.2,legislature_9_sample_2_segment_2_stats.json,True,False,0.84,0.84
final_dataset,9,2,2,A0-X0,Turn Claiming,5,0.04,legislature_9_sample_2_segment_2_stats.json,True,False,0.16,0.16
final_dataset,9,2,2,A0-XY,Turn Claiming,0,0.0,legislature_9_sample_2_segment_2_stats.json,True,False,0.0,0.0
final_dataset,9,2,2,A0-AY,Turn Continuing,0,0.0,legislature_9_sample_2_segment_2_stats.json,False,False,0.0,0.0
final_dataset,9,2,2,AB-BA,Turn Receiving,27,0.21,legislature_9_sample_2_segment_2_stats.json,True,True,0.28,0.28
final_dataset,9,2,2,AB-B0,Turn Receiving,16,0.13,legislature_9_sample_2_segment_2_stats.json,True,True,0.17,0.17
final_dataset,9,2,2,AB-X0,Turn Usurping,7,0.06,legislature_9_sample_2_segment_2_stats.json,True,True,0.07,0.07
final_dataset,9,2,2,AB-XA,Turn Usurping,46,0.36,legislature_9_sample_2_segment_2_stats.json,True,True,0.48,0.48
final_dataset,9,2,2,AB-XB,Turn Usurping,0,0.0,legislature_9_sample_2_segment_2_stats.json,True,True,0.0,0.0
final_dataset,9,2,2,AB-A0,Turn Continuing,0,0.0,legislature_9_sample_2_segment_2_stats.json,False,True,0.0,0.0
final_dataset,9,2,2,AB-BY,Turn Receiving,0,0.0,legislature_9_sample_2_segment_2_stats.json,True,True,0.0,0.0
final_dataset,9,2,2,AB-XY,Turn Usurping,0,0.0,legislature_9_sample_2_segment_2_stats.json,True,True,0.0,0.0
final_dataset,9,2,2,AB-AY,Turn Continuing,0,0.0,legislature_9_sample_2_segment_2_stats.json,False,True,0.0,0.0
final_dataset,9,2,3,A0-XA,Turn Claiming,39,0.31,legislature_9_sample_2_segment_3_stats.json,True,False,0.67,0.67
final_dataset,9,2,3,A0-X0,Turn Claiming,19,0.15,legislature_9_sample_2_segment_3_stats.json,True,False,0.33,0.33
final_dataset,9,2,3,A0-XY,Turn Claiming,0,0.0,legislature_9_sample_2_segment_3_stats.json,True,False,0.0,0.0
final_dataset,9,2,3,A0-AY,Turn Continuing,0,0.0,legislature_9_sample_2_segment_3_stats.json,False,False,0.0,0.0
final_dataset,9,2,3,AB-BA,Turn Receiving,17,0.13,legislature_9_sample_2_segment_3_stats.json,True,True,0.25,0.25
final_dataset,9,2,3,AB-B0,Turn Receiving,29,0.23,legislature_9_sample_2_segment_3_stats.json,True,True,0.42,0.42
final_dataset,9,2,3,AB-X0,Turn Usurping,9,0.07,legislature_9_sample_2_segment_3_stats.json,True,True,0.13,0.13
final_dataset,9,2,3,AB-XA,Turn Usurping,14,0.11,legislature_9_sample_2_segment_3_stats.json,True,True,0.2,0.2
final_dataset,9,2,3,AB-XB,Turn Usurping,0,0.0,legislature_9_sample_2_segment_3_stats.json,True,True,0.0,0.0
final_dataset,9,2,3,AB-A0,Turn Continuing,0,0.0,legislature_9_sample_2_segment_3_stats.json,False,True,0.0,0.0
final_dataset,9,2,3,AB-BY,Turn Receiving,0,0.0,legislature_9_sample_2_segment_3_stats.json,True,True,0.0,0.0
final_dataset,9,2,3,AB-XY,Turn Usurping,0,0.0,legislature_9_sample_2_segment_3_stats.json,True,True,0.0,0.0
final_dataset,9,2,3,AB-AY,Turn Continuing,0,0.0,legislature_9_sample_2_segment_3_stats.json,False,True,0.0,0.0
final_dataset,10,1,1,A0-XA,Turn Claiming,24,0.24,legislature_10_sample_1_segment_1_stats.json,True,False,0.31,0.31
final_dataset,10,1,1,A0-X0,Turn Claiming,53,0.52,legislature_10_sample_1_segment_1_stats.json,True,False,0.69,0.69
final_dataset,10,1,1,A0-XY,Turn Claiming,0,0.0,legislature_10_sample_1_segment_1_stats.json,True,False,0.0,0.0
final_dataset,10,1,1,A0-AY,Turn Continuing,0,0.0,legislature_10_sample_1_segment_1_stats.json,False,False,0.0,0.0
final_dataset,10,1,1,AB-BA,Turn Receiving,0,0.0,legislature_10_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,10,1,1,AB-B0,Turn Receiving,20,0.2,legislature_10_sample_1_segment_1_stats.json,True,True,0.83,0.83
final_dataset,10,1,1,AB-X0,Turn Usurping,3,0.03,legislature_10_sample_1_segment_1_stats.json,True,True,0.12,0.12
final_dataset,10,1,1,AB-XA,Turn Usurping,1,0.01,legislature_10_sample_1_segment_1_stats.json,True,True,0.04,0.04
final_dataset,10,1,1,AB-XB,Turn Usurping,0,0.0,legislature_10_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,10,1,1,AB-A0,Turn Continuing,0,0.0,legislature_10_sample_1_segment_1_stats.json,False,True,0.0,0.0
final_dataset,10,1,1,AB-BY,Turn Receiving,0,0.0,legislature_10_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,10,1,1,AB-XY,Turn Usurping,0,0.0,legislature_10_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,10,1,1,AB-AY,Turn Continuing,0,0.0,legislature_10_sample_1_segment_1_stats.json,False,True,0.0,0.0
final_dataset,10,1,2,A0-XA,Turn Claiming,23,0.22,legislature_10_sample_1_segment_2_stats.json,True,False,0.29,0.29
final_dataset,10,1,2,A0-X0,Turn Claiming,56,0.54,legislature_10_sample_1_segment_2_stats.json,True,False,0.71,0.71
final_dataset,10,1,2,A0-XY,Turn Claiming,0,0.0,legislature_10_sample_1_segment_2_stats.json,True,False,0.0,0.0
final_dataset,10,1,2,A0-AY,Turn Continuing,0,0.0,legislature_10_sample_1_segment_2_stats.json,False,False,0.0,0.0
final_dataset,10,1,2,AB-BA,Turn Receiving,0,0.0,legislature_10_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,10,1,2,AB-B0,Turn Receiving,19,0.18,legislature_10_sample_1_segment_2_stats.json,True,True,0.79,0.79
final_dataset,10,1,2,AB-X0,Turn Usurping,5,0.05,legislature_10_sample_1_segment_2_stats.json,True,True,0.21,0.21
final_dataset,10,1,2,AB-XA,Turn Usurping,0,0.0,legislature_10_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,10,1,2,AB-XB,Turn Usurping,0,0.0,legislature_10_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,10,1,2,AB-A0,Turn Continuing,0,0.0,legislature_10_sample_1_segment_2_stats.json,False,True,0.0,0.0
final_dataset,10,1,2,AB-BY,Turn Receiving,0,0.0,legislature_10_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,10,1,2,AB-XY,Turn Usurping,0,0.0,legislature_10_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,10,1,2,AB-AY,Turn Continuing,0,0.0,legislature_10_sample_1_segment_2_stats.json,False,True,0.0,0.0
final_dataset,10,1,3,A0-XA,Turn Claiming,22,0.21,legislature_10_sample_1_segment_3_stats.json,True,False,0.27,0.27
final_dataset,10,1,3,A0-X0,Turn Claiming,59,0.57,legislature_10_sample_1_segment_3_stats.json,True,False,0.73,0.73
final_dataset,10,1,3,A0-XY,Turn Claiming,0,0.0,legislature_10_sample_1_segment_3_stats.json,True,False,0.0,0.0
final_dataset,10,1,3,A0-AY,Turn Continuing,0,0.0,legislature_10_sample_1_segment_3_stats.json,False,False,0.0,0.0
final_dataset,10,1,3,AB-BA,Turn Receiving,0,0.0,legislature_10_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,10,1,3,AB-B0,Turn Receiving,22,0.21,legislature_10_sample_1_segment_3_stats.json,True,True,1.0,1.0
final_dataset,10,1,3,AB-X0,Turn Usurping,0,0.0,legislature_10_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,10,1,3,AB-XA,Turn Usurping,0,0.0,legislature_10_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,10,1,3,AB-XB,Turn Usurping,0,0.0,legislature_10_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,10,1,3,AB-A0,Turn Continuing,0,0.0,legislature_10_sample_1_segment_3_stats.json,False,True,0.0,0.0
final_dataset,10,1,3,AB-BY,Turn Receiving,0,0.0,legislature_10_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,10,1,3,AB-XY,Turn Usurping,0,0.0,legislature_10_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,10,1,3,AB-AY,Turn Continuing,0,0.0,legislature_10_sample_1_segment_3_stats.json,False,True,0.0,0.0
final_dataset,10,2,1,A0-XA,Turn Claiming,7,0.07,legislature_10_sample_2_segment_1_stats.json,True,False,0.37,0.37
final_dataset,10,2,1,A0-X0,Turn Claiming,12,0.12,legislature_10_sample_2_segment_1_stats.json,True,False,0.63,0.63
final_dataset,10,2,1,A0-XY,Turn Claiming,0,0.0,legislature_10_sample_2_segment_1_stats.json,True,False,0.0,0.0
final_dataset,10,2,1,A0-AY,Turn Continuing,0,0.0,legislature_10_sample_2_segment_1_stats.json,False,False,0.0,0.0
final_dataset,10,2,1,AB-BA,Turn Receiving,12,0.12,legislature_10_sample_2_segment_1_stats.json,True,True,0.14,0.14
final_dataset,10,2,1,AB-B0,Turn Receiving,6,0.06,legislature_10_sample_2_segment_1_stats.json,True,True,0.07,0.07
final_dataset,10,2,1,AB-X0,Turn Usurping,19,0.19,legislature_10_sample_2_segment_1_stats.json,True,True,0.23,0.23
final_dataset,10,2,1,AB-XA,Turn Usurping,46,0.45,legislature_10_sample_2_segment_1_stats.json,True,True,0.55,0.55
final_dataset,10,2,1,AB-XB,Turn Usurping,0,0.0,legislature_10_sample_2_segment_1_stats.json,True,True,0.0,0.0
final_dataset,10,2,1,AB-A0,Turn Continuing,0,0.0,legislature_10_sample_2_segment_1_stats.json,False,True,0.0,0.0
final_dataset,10,2,1,AB-BY,Turn Receiving,0,0.0,legislature_10_sample_2_segment_1_stats.json,True,True,0.0,0.0
final_dataset,10,2,1,AB-XY,Turn Usurping,0,0.0,legislature_10_sample_2_segment_1_stats.json,True,True,0.0,0.0
final_dataset,10,2,1,AB-AY,Turn Continuing,0,0.0,legislature_10_sample_2_segment_1_stats.json,False,True,0.0,0.0
final_dataset,10,2,2,A0-XA,Turn Claiming,6,0.06,legislature_10_sample_2_segment_2_stats.json,True,False,0.67,0.67
final_dataset,10,2,2,A0-X0,Turn Claiming,3,0.03,legislature_10_sample_2_segment_2_stats.json,True,False,0.33,0.33
final_dataset,10,2,2,A0-XY,Turn Claiming,0,0.0,legislature_10_sample_2_segment_2_stats.json,True,False,0.0,0.0
final_dataset,10,2,2,A0-AY,Turn Continuing,0,0.0,legislature_10_sample_2_segment_2_stats.json,False,False,0.0,0.0
final_dataset,10,2,2,AB-BA,Turn Receiving,21,0.2,legislature_10_sample_2_segment_2_stats.json,True,True,0.22,0.22
final_dataset,10,2,2,AB-B0,Turn Receiving,10,0.1,legislature_10_sample_2_segment_2_stats.json,True,True,0.11,0.11
final_dataset,10,2,2,AB-X0,Turn Usurping,8,0.08,legislature_10_sample_2_segment_2_stats.json,True,True,0.09,0.09
final_dataset,10,2,2,AB-XA,Turn Usurping,55,0.53,legislature_10_sample_2_segment_2_stats.json,True,True,0.59,0.59
final_dataset,10,2,2,AB-XB,Turn Usurping,0,0.0,legislature_10_sample_2_segment_2_stats.json,True,True,0.0,0.0
final_dataset,10,2,2,AB-A0,Turn Continuing,0,0.0,legislature_10_sample_2_segment_2_stats.json,False,True,0.0,0.0
final_dataset,10,2,2,AB-BY,Turn Receiving,0,0.0,legislature_10_sample_2_segment_2_stats.json,True,True,0.0,0.0
final_dataset,10,2,2,AB-XY,Turn Usurping,0,0.0,legislature_10_sample_2_segment_2_stats.json,True,True,0.0,0.0
final_dataset,10,2,2,AB-AY,Turn Continuing,0,0.0,legislature_10_sample_2_segment_2_stats.json,False,True,0.0,0.0
final_dataset,10,2,3,A0-XA,Turn Claiming,8,0.08,legislature_10_sample_2_segment_3_stats.json,True,False,0.62,0.62
final_dataset,10,2,3,A0-X0,Turn Claiming,5,0.05,legislature_10_sample_2_segment_3_stats.json,True,False,0.38,0.38
final_dataset,10,2,3,A0-XY,Turn Claiming,0,0.0,legislature_10_sample_2_segment_3_stats.json,True,False,0.0,0.0
final_dataset,10,2,3,A0-AY,Turn Continuing,0,0.0,legislature_10_sample_2_segment_3_stats.json,False,False,0.0,0.0
final_dataset,10,2,3,AB-BA,Turn Receiving,25,0.24,legislature_10_sample_2_segment_3_stats.json,True,True,0.28,0.28
final_dataset,10,2,3,AB-B0,Turn Receiving,5,0.05,legislature_10_sample_2_segment_3_stats.json,True,True,0.06,0.06
final_dataset,10,2,3,AB-X0,Turn Usurping,15,0.15,legislature_10_sample_2_segment_3_stats.json,True,True,0.17,0.17
final_dataset,10,2,3,AB-XA,Turn Usurping,45,0.44,legislature_10_sample_2_segment_3_stats.json,True,True,0.5,0.5
final_dataset,10,2,3,AB-XB,Turn Usurping,0,0.0,legislature_10_sample_2_segment_3_stats.json,True,True,0.0,0.0
final_dataset,10,2,3,AB-A0,Turn Continuing,0,0.0,legislature_10_sample_2_segment_3_stats.json,False,True,0.0,0.0
final_dataset,10,2,3,AB-BY,Turn Receiving,0,0.0,legislature_10_sample_2_segment_3_stats.json,True,True,0.0,0.0
final_dataset,10,2,3,AB-XY,Turn Usurping,0,0.0,legislature_10_sample_2_segment_3_stats.json,True,True,0.0,0.0
final_dataset,10,2,3,AB-AY,Turn Continuing,0,0.0,legislature_10_sample_2_segment_3_stats.json,False,True,0.0,0.0
final_dataset,11,1,1,A0-XA,Turn Claiming,16,0.18,legislature_11_sample_1_segment_1_stats.json,True,False,0.21,0.21
final_dataset,11,1,1,A0-X0,Turn Claiming,60,0.66,legislature_11_sample_1_segment_1_stats.json,True,False,0.79,0.79
final_dataset,11,1,1,A0-XY,Turn Claiming,0,0.0,legislature_11_sample_1_segment_1_stats.json,True,False,0.0,0.0
final_dataset,11,1,1,A0-AY,Turn Continuing,0,0.0,legislature_11_sample_1_segment_1_stats.json,False,False,0.0,0.0
final_dataset,11,1,1,AB-BA,Turn Receiving,0,0.0,legislature_11_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,11,1,1,AB-B0,Turn Receiving,15,0.16,legislature_11_sample_1_segment_1_stats.json,True,True,1.0,1.0
final_dataset,11,1,1,AB-X0,Turn Usurping,0,0.0,legislature_11_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,11,1,1,AB-XA,Turn Usurping,0,0.0,legislature_11_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,11,1,1,AB-XB,Turn Usurping,0,0.0,legislature_11_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,11,1,1,AB-A0,Turn Continuing,0,0.0,legislature_11_sample_1_segment_1_stats.json,False,True,0.0,0.0
final_dataset,11,1,1,AB-BY,Turn Receiving,0,0.0,legislature_11_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,11,1,1,AB-XY,Turn Usurping,0,0.0,legislature_11_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,11,1,1,AB-AY,Turn Continuing,0,0.0,legislature_11_sample_1_segment_1_stats.json,False,True,0.0,0.0
final_dataset,11,1,2,A0-XA,Turn Claiming,8,0.09,legislature_11_sample_1_segment_2_stats.json,True,False,0.1,0.1
final_dataset,11,1,2,A0-X0,Turn Claiming,74,0.8,legislature_11_sample_1_segment_2_stats.json,True,False,0.9,0.9
final_dataset,11,1,2,A0-XY,Turn Claiming,0,0.0,legislature_11_sample_1_segment_2_stats.json,True,False,0.0,0.0
final_dataset,11,1,2,A0-AY,Turn Continuing,0,0.0,legislature_11_sample_1_segment_2_stats.json,False,False,0.0,0.0
final_dataset,11,1,2,AB-BA,Turn Receiving,0,0.0,legislature_11_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,11,1,2,AB-B0,Turn Receiving,8,0.09,legislature_11_sample_1_segment_2_stats.json,True,True,0.8,0.8
final_dataset,11,1,2,AB-X0,Turn Usurping,2,0.02,legislature_11_sample_1_segment_2_stats.json,True,True,0.2,0.2
final_dataset,11,1,2,AB-XA,Turn Usurping,0,0.0,legislature_11_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,11,1,2,AB-XB,Turn Usurping,0,0.0,legislature_11_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,11,1,2,AB-A0,Turn Continuing,0,0.0,legislature_11_sample_1_segment_2_stats.json,False,True,0.0,0.0
final_dataset,11,1,2,AB-BY,Turn Receiving,0,0.0,legislature_11_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,11,1,2,AB-XY,Turn Usurping,0,0.0,legislature_11_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,11,1,2,AB-AY,Turn Continuing,0,0.0,legislature_11_sample_1_segment_2_stats.json,False,True,0.0,0.0
final_dataset,11,1,3,A0-XA,Turn Claiming,11,0.12,legislature_11_sample_1_segment_3_stats.json,True,False,0.13,0.13
final_dataset,11,1,3,A0-X0,Turn Claiming,71,0.76,legislature_11_sample_1_segment_3_stats.json,True,False,0.87,0.87
final_dataset,11,1,3,A0-XY,Turn Claiming,0,0.0,legislature_11_sample_1_segment_3_stats.json,True,False,0.0,0.0
final_dataset,11,1,3,A0-AY,Turn Continuing,0,0.0,legislature_11_sample_1_segment_3_stats.json,False,False,0.0,0.0
final_dataset,11,1,3,AB-BA,Turn Receiving,0,0.0,legislature_11_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,11,1,3,AB-B0,Turn Receiving,10,0.11,legislature_11_sample_1_segment_3_stats.json,True,True,0.91,0.91
final_dataset,11,1,3,AB-X0,Turn Usurping,1,0.01,legislature_11_sample_1_segment_3_stats.json,True,True,0.09,0.09
final_dataset,11,1,3,AB-XA,Turn Usurping,0,0.0,legislature_11_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,11,1,3,AB-XB,Turn Usurping,0,0.0,legislature_11_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,11,1,3,AB-A0,Turn Continuing,0,0.0,legislature_11_sample_1_segment_3_stats.json,False,True,0.0,0.0
final_dataset,11,1,3,AB-BY,Turn Receiving,0,0.0,legislature_11_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,11,1,3,AB-XY,Turn Usurping,0,0.0,legislature_11_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,11,1,3,AB-AY,Turn Continuing,0,0.0,legislature_11_sample_1_segment_3_stats.json,False,True,0.0,0.0
final_dataset,11,2,1,A0-XA,Turn Claiming,34,0.37,legislature_11_sample_2_segment_1_stats.json,True,False,0.6,0.6
final_dataset,11,2,1,A0-X0,Turn Claiming,23,0.25,legislature_11_sample_2_segment_1_stats.json,True,False,0.4,0.4
final_dataset,11,2,1,A0-XY,Turn Claiming,0,0.0,legislature_11_sample_2_segment_1_stats.json,True,False,0.0,0.0
final_dataset,11,2,1,A0-AY,Turn Continuing,0,0.0,legislature_11_sample_2_segment_1_stats.json,False,False,0.0,0.0
final_dataset,11,2,1,AB-BA,Turn Receiving,2,0.02,legislature_11_sample_2_segment_1_stats.json,True,True,0.06,0.06
final_dataset,11,2,1,AB-B0,Turn Receiving,30,0.33,legislature_11_sample_2_segment_1_stats.json,True,True,0.88,0.88
final_dataset,11,2,1,AB-X0,Turn Usurping,1,0.01,legislature_11_sample_2_segment_1_stats.json,True,True,0.03,0.03
final_dataset,11,2,1,AB-XA,Turn Usurping,1,0.01,legislature_11_sample_2_segment_1_stats.json,True,True,0.03,0.03
final_dataset,11,2,1,AB-XB,Turn Usurping,0,0.0,legislature_11_sample_2_segment_1_stats.json,True,True,0.0,0.0
final_dataset,11,2,1,AB-A0,Turn Continuing,0,0.0,legislature_11_sample_2_segment_1_stats.json,False,True,0.0,0.0
final_dataset,11,2,1,AB-BY,Turn Receiving,0,0.0,legislature_11_sample_2_segment_1_stats.json,True,True,0.0,0.0
final_dataset,11,2,1,AB-XY,Turn Usurping,0,0.0,legislature_11_sample_2_segment_1_stats.json,True,True,0.0,0.0
final_dataset,11,2,1,AB-AY,Turn Continuing,0,0.0,legislature_11_sample_2_segment_1_stats.json,False,True,0.0,0.0
final_dataset,11,2,2,A0-XA,Turn Claiming,23,0.25,legislature_11_sample_2_segment_2_stats.json,True,False,0.56,0.56
final_dataset,11,2,2,A0-X0,Turn Claiming,18,0.2,legislature_11_sample_2_segment_2_stats.json,True,False,0.44,0.44
final_dataset,11,2,2,A0-XY,Turn Claiming,0,0.0,legislature_11_sample_2_segment_2_stats.json,True,False,0.0,0.0
final_dataset,11,2,2,A0-AY,Turn Continuing,0,0.0,legislature_11_sample_2_segment_2_stats.json,False,False,0.0,0.0
final_dataset,11,2,2,AB-BA,Turn Receiving,21,0.23,legislature_11_sample_2_segment_2_stats.json,True,True,0.41,0.41
final_dataset,11,2,2,AB-B0,Turn Receiving,17,0.18,legislature_11_sample_2_segment_2_stats.json,True,True,0.33,0.33
final_dataset,11,2,2,AB-X0,Turn Usurping,5,0.05,legislature_11_sample_2_segment_2_stats.json,True,True,0.1,0.1
final_dataset,11,2,2,AB-XA,Turn Usurping,8,0.09,legislature_11_sample_2_segment_2_stats.json,True,True,0.16,0.16
final_dataset,11,2,2,AB-XB,Turn Usurping,0,0.0,legislature_11_sample_2_segment_2_stats.json,True,True,0.0,0.0
final_dataset,11,2,2,AB-A0,Turn Continuing,0,0.0,legislature_11_sample_2_segment_2_stats.json,False,True,0.0,0.0
final_dataset,11,2,2,AB-BY,Turn Receiving,0,0.0,legislature_11_sample_2_segment_2_stats.json,True,True,0.0,0.0
final_dataset,11,2,2,AB-XY,Turn Usurping,0,0.0,legislature_11_sample_2_segment_2_stats.json,True,True,0.0,0.0
final_dataset,11,2,2,AB-AY,Turn Continuing,0,0.0,legislature_11_sample_2_segment_2_stats.json,False,True,0.0,0.0
final_dataset,11,2,3,A0-XA,Turn Claiming,21,0.23,legislature_11_sample_2_segment_3_stats.json,True,False,0.57,0.57
final_dataset,11,2,3,A0-X0,Turn Claiming,16,0.17,legislature_11_sample_2_segment_3_stats.json,True,False,0.43,0.43
final_dataset,11,2,3,A0-XY,Turn Claiming,0,0.0,legislature_11_sample_2_segment_3_stats.json,True,False,0.0,0.0
final_dataset,11,2,3,A0-AY,Turn Continuing,0,0.0,legislature_11_sample_2_segment_3_stats.json,False,False,0.0,0.0
final_dataset,11,2,3,AB-BA,Turn Receiving,26,0.28,legislature_11_sample_2_segment_3_stats.json,True,True,0.46,0.46
final_dataset,11,2,3,AB-B0,Turn Receiving,19,0.2,legislature_11_sample_2_segment_3_stats.json,True,True,0.34,0.34
final_dataset,11,2,3,AB-X0,Turn Usurping,1,0.01,legislature_11_sample_2_segment_3_stats.json,True,True,0.02,0.02
final_dataset,11,2,3,AB-XA,Turn Usurping,10,0.11,legislature_11_sample_2_segment_3_stats.json,True,True,0.18,0.18
final_dataset,11,2,3,AB-XB,Turn Usurping,0,0.0,legislature_11_sample_2_segment_3_stats.json,True,True,0.0,0.0
final_dataset,11,2,3,AB-A0,Turn Continuing,0,0.0,legislature_11_sample_2_segment_3_stats.json,False,True,0.0,0.0
